,Female,Male,Not_Married,Married,No_Dependent,1_Dependent,2_Dependents,3+_Dependents,Graduate,Not_Graduate,Not_Self_Employed,Self_Employed,Rural,Semiurban,Urban,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status
513,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,4467,0.0,120.0,360.0,1.0,1
514,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,3333,0.0,70.0,360.0,1.0,1
515,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,3400,2500.0,123.0,360.0,0.0,0
516,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2378,0.0,9.0,360.0,1.0,0
517,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,3166,2064.0,104.0,360.0,0.0,0
518,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,3417,1750.0,186.0,360.0,1.0,1
519,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,16666,0.0,275.0,360.0,1.0,1
520,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,6125,1625.0,187.0,480.0,1.0,0
521,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,6406,0.0,150.0,360.0,1.0,0
522,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,3159,461.0,108.0,84.0,1.0,1
523,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,3229,2739.0,110.0,360.0,1.0,1
524,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1782,2232.0,107.0,360.0,1.0,1
525,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,6540,0.0,205.0,360.0,1.0,1
526,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1836,33837.0,90.0,360.0,1.0,0
527,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,3166,0.0,36.0,360.0,1.0,1
528,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1880,0.0,61.0,360.0,1.0,0
529,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,2787,1917.0,146.0,360.0,0.0,0
530,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,4283,3000.0,172.0,84.0,1.0,0
531,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,2297,1522.0,104.0,360.0,1.0,1
532,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,2165,0.0,70.0,360.0,1.0,1
533,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2726,0.0,106.0,360.0,0.0,0
534,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3000,3416.0,56.0,180.0,1.0,1
535,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,6000,0.0,205.0,240.0,1.0,0
536,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3859,3300.0,142.0,180.0,1.0,1
537,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,16120,0.0,260.0,360.0,1.0,1
538,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,3833,0.0,110.0,360.0,1.0,1
539,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,6383,1000.0,187.0,360.0,1.0,0
540,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,9963,0.0,180.0,360.0,1.0,1
541,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,5780,0.0,192.0,360.0,1.0,1
542,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,5703,0.0,128.0,360.0,1.0,1
543,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,3676,4301.0,172.0,360.0,1.0,1
544,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,12000,0.0,496.0,360.0,1.0,1
545,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,2400,3800.0,146.41216216216216,180.0,1.0,0
546,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,3400,2500.0,173.0,360.0,1.0,1
547,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,3987,1411.0,157.0,360.0,1.0,1
548,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3232,1950.0,108.0,360.0,1.0,1
549,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,2900,0.0,71.0,360.0,1.0,1
550,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,4106,0.0,40.0,180.0,1.0,1
551,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8072,240.0,253.0,360.0,1.0,1
552,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,7583,0.0,187.0,360.0,1.0,1
553,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,4583,0.0,133.0,360.0,0.0,0
